,ASGN,AVA,B,BCPC,CACI,CBU,CHE,COLB,FCFS,FFIN,FIVE,GBCI,GDOT,HAE,HI,IART,JBT,KFY,KS,NEOG,NSP,PDCE,PSB,QLYS,SIGI,SKYW,STMP,TREX,VAC,WWE
2017-06-30,54.150002,41.558941,58.136272,77.307602,125.050003,54.727291,203.469345,39.219719,57.755272,43.638889,49.369999,35.464584,38.529999,39.490002,35.569248,54.509998,97.711975,34.288685,20.387079,51.845463,34.953999,43.110001,129.729019,40.799999,49.583546,34.919987,154.880005,67.660004,116.689514,20.118111
2017-07-03,54.419998,41.29467,58.613041,77.824913,126.099998,56.228683,203.62851,40.056278,58.052464,44.823658,49.200001,36.162064,38.580002,39.93,35.864841,54.09,95.668007,34.57666,21.424719,52.280571,35.150925,44.41,130.101395,39.799999,50.673298,35.268196,144.5,68.790001,114.895813,20.078602
2017-07-05,54.389999,40.648678,58.364723,77.267815,125.650002,55.659531,204.901855,39.642918,58.102001,44.23127,48.310001,35.958626,38.720001,39.48,35.618515,54.07,95.269188,34.447567,21.355541,51.245312,34.929379,42.48,128.259171,40.349998,49.633076,35.666138,144.449997,68.43,115.203026,20.236626
2017-07-06,53.689999,40.4725,57.947552,75.994438,124.209999,55.002056,200.216293,38.993359,57.903873,43.540157,48.110001,35.513023,38.650002,38.560001,35.175133,53.040001,92.377708,33.931202,20.752724,50.420105,34.461689,41.400002,125.917206,40.25,49.236809,35.069218,143.550003,67.629997,114.657982,20.256376
2017-07-07,54.639999,40.82486,58.940823,77.019104,127.400002,55.482895,203.946854,39.416557,57.606674,43.589527,47.869999,35.85207,39.299999,38.990002,35.076599,53.66,93.624031,34.378059,20.713194,51.275318,35.347847,42.240002,127.151878,41.450001,50.673298,36.611267,145.449997,68.349998,114.311134,20.305759
2017-07-10,54.279999,40.746559,58.970623,75.88501,126.599998,54.638977,201.738358,39.091778,57.408543,42.849049,45.349998,35.511082,39.34,38.810001,34.928802,53.209999,92.078583,34.268829,21.335775,50.517628,34.830921,42.959999,126.828506,40.700001,50.524693,36.412292,143.149994,68.559998,113.835457,20.335388
2017-07-11,53.82,40.815075,59.248741,76.989265,127.849998,54.177761,204.523834,39.111465,57.953403,42.700947,45.060001,35.170097,39.619999,38.990002,35.273659,53.73,91.679756,33.533997,21.414835,51.012753,34.781693,43.43,126.397362,41.650002,50.277023,36.014347,143.149994,68.349998,115.23275,20.276131
2017-07-12,54.75,41.412128,59.68578,78.02388,127.849998,54.344585,202.215881,39.081936,58.002937,42.997139,45.360001,35.121387,39.860001,39.330002,35.569248,54.73,92.32785,34.020569,21.365423,50.862717,35.150925,44.110001,127.877022,42.25,50.821896,36.810242,146.399994,69.360001,114.826454,20.345266
2017-07-13,54.799999,41.245735,59.268604,77.84481,127.25,54.187576,201.459824,39.25909,57.903873,42.700947,46.630001,35.150612,39.77,40.09,35.372189,54.470001,91.181229,34.010643,22.156004,51.050262,35.200153,44.779999,127.132294,42.150002,50.920963,36.561527,146.300003,70.050003,114.955284,20.424276
2017-07-14,54.299999,41.421917,59.288467,78.252693,128.300003,53.873558,205.240112,38.776844,58.002937,42.306023,47.099998,34.780399,40.009998,40.259998,35.421455,54.98,92.826378,34.109943,22.09671,51.200298,35.22477,44.040001,127.279266,42.25,51.168636,36.362549,149.100006,70.190002,115.321945,20.631678
2017-07-17,54.57,41.519791,59.854633,79.098289,128.550003,53.745987,204.683014,38.727627,57.50761,41.911106,48.349998,34.702461,39.720001,40.25,35.717041,55.110001,93.474472,34.239033,21.988007,51.305325,35.594002,44.220001,128.024002,41.849998,50.475159,37.705627,143.149994,70.360001,114.667885,20.424276
2017-07-18,53.759998,41.833004,59.79504,77.884605,127.550003,53.471226,200.952454,38.57016,57.408543,41.66428,48.099998,34.614784,39.75,39.959999,35.470718,55.119999,93.175346,34.209248,22.165886,48.462116,35.397079,43.82,127.23027,42.099998,50.673298,37.357418,146.5,70.339996,114.172394,20.552668
2017-07-19,54.099998,42.41048,60.659187,77.715485,128.899994,53.706734,200.992249,38.688263,57.408543,42.207294,47.869999,34.624523,40.049999,40.389999,35.914104,55.759998,94.02285,34.397919,22.462353,50.180046,35.766312,45.880001,127.641815,42.450001,51.069565,37.705627,146.800003,71.580002,114.915634,21.026733
2017-07-20,54.459999,51.170551,61.463737,77.75528,128.449997,53.55954,202.285507,38.668579,57.408543,42.207294,47.02,34.488132,40.09,40.400002,35.914104,55.700001,93.424622,34.755402,22.343765,50.660164,36.061695,45.459999,126.573746,42.900002,50.722828,37.95435,149.350006,72.019997,114.459778,21.026733
2017-07-21,54.599998,51.180344,60.420803,77.645851,127.300003,53.274963,202.375031,38.550472,57.408543,42.404758,46.869999,34.078949,39.59,39.790001,35.519985,55.040001,93.474472,34.328407,22.501881,50.375095,35.643234,44.0,126.91671,41.799999,50.227489,37.705627,149.75,73.190002,114.469696,20.94772
2017-07-24,52.889999,51.268429,59.844704,77.67569,127.449997,53.510475,203.638458,38.678417,57.458076,42.750317,45.610001,34.127659,39.720001,39.959999,35.470718,55.189999,92.975937,33.404907,22.126356,48.814705,35.027847,44.860001,126.132782,42.049999,50.62376,37.705627,151.600006,73.529999,114.202118,21.500797
2017-07-25,53.279999,51.415249,59.864571,79.267403,127.650002,54.638977,201.609039,39.554344,57.557137,43.589527,46.759998,35.043449,40.450001,39.900002,36.258957,55.619999,93.973,33.454559,22.422825,49.167294,35.840157,47.349998,126.701134,42.400002,50.821896,37.506657,151.899994,76.010002,115.975998,21.471169
2017-07-26,51.709999,51.493549,58.930893,77.307602,126.050003,53.363281,201.400131,38.963837,57.408543,42.799679,47.25,34.186115,40.59,39.580002,35.717041,49.740002,92.626976,33.246025,22.254826,48.687172,36.13554,47.400002,128.17099,42.0,50.128418,37.506657,156.199997,75.769997,115.936363,21.411911
2017-07-27,48.720001,51.366306,59.288467,77.108643,126.300003,53.392719,200.405304,38.757156,58.3992,42.454124,47.830002,33.747707,40.450001,39.490002,35.519985,50.110001,92.028732,32.868683,22.986111,48.304577,36.554008,47.919998,129.464432,40.849998,49.236809,35.516911,148.800003,76.089996,115.024643,21.619312
2017-07-28,48.82,51.278214,60.053288,77.635895,126.650002,53.157204,198.942917,37.79266,57.903873,42.454124,47.41,33.406723,40.299999,42.0,35.421455,49.950001,92.277992,33.176514,22.54141,48.799702,37.021698,47.509998,130.375763,40.650002,50.277023,37.407166,148.899994,74.809998,115.212936,21.11562
2017-07-31,49.25,51.493549,59.775169,77.198174,125.099998,53.873558,196.4758,39.209877,57.606674,42.700947,48.310001,34.020493,40.240002,41.130001,35.470718,49.66,92.128441,33.216236,22.590822,49.414852,37.169395,47.16,131.757416,40.150002,50.177956,36.312805,148.100006,75.209999,115.797623,20.898342
2017-08-01,48.869999,51.620792,59.556652,77.9244,128.399994,54.413273,196.814011,39.180355,57.705738,42.602219,49.389999,34.293282,40.220001,41.02,35.421455,49.110001,90.582993,33.44463,22.956463,49.414852,43.815578,46.990002,133.197876,41.900002,50.673298,36.163574,152.149994,77.379997,116.174202,21.026733
2017-08-02,48.720001,51.072674,60.043358,76.442108,126.550003,54.678226,194.147934,38.786682,57.408543,42.849049,49.369999,34.186115,39.810001,40.380001,35.273659,47.799999,90.134315,33.107002,22.659998,49.12228,41.255569,45.619999,132.11998,40.849998,50.425625,35.865112,151.300003,75.540001,113.201218,20.7897
2017-08-03,48.450001,51.121613,59.814903,76.641075,128.399994,53.834305,193.819641,38.265064,57.359013,42.207294,49.310001,33.767193,39.52,40.759998,35.569248,48.91,90.333725,32.848824,22.571058,49.857464,41.477104,43.389999,130.708939,46.400002,50.376087,35.666138,205.600006,77.769997,115.222839,20.967474
2017-08-04,48.66,51.297791,60.023495,77.596107,128.75,54.560467,196.953293,38.688263,57.309475,42.552853,49.970001,34.137405,39.669998,41.189999,36.258957,49.080002,90.682701,33.315533,22.63035,50.11253,41.477104,46.259998,130.209183,46.25,51.020035,36.661015,211.25,79.669998,114.202118,20.730442
2017-08-07,48.41,51.278214,59.814903,74.631531,129.649994,53.883369,196.376312,38.589291,57.85434,41.960472,50.27,33.952297,39.799999,42.389999,36.012634,50.490002,91.480354,32.888538,22.63035,50.8027,41.452488,45.07,129.493851,46.849998,50.376087,36.412292,213.449997,79.099998,113.587708,20.750195
2017-08-08,47.869999,51.278214,59.993698,73.368111,130.25,53.952057,197.759109,38.559597,58.3992,41.960472,49.700001,34.215343,40.349998,42.919998,36.45602,49.889999,90.333725,32.918335,22.284472,50.87772,40.763256,39.700001,129.013687,45.549999,50.821896,36.113834,212.699997,79.089996,111.605721,20.641554
2017-08-09,48.060001,51.268429,60.033421,73.636711,129.149994,53.117954,194.336945,37.965763,58.349667,41.219994,49.25,33.80616,45.919998,42.52,36.160427,49.810001,89.236961,32.580711,21.978123,50.84021,41.354027,40.209999,128.464966,45.0,51.168636,36.810242,214.699997,78.480003,110.139046,20.582296
2017-08-10,46.830002,51.180344,58.811699,74.641479,128.850006,51.763752,191.457794,36.985935,58.052464,40.232685,48.290001,32.997543,46.279999,41.68,35.815571,48.869999,88.937843,32.12392,21.484009,50.510128,40.566334,40.369999,129.111679,43.599998,50.673298,38.053833,205.350006,75.849998,108.394897,21.026733
2017-08-11,46.68,51.190128,58.285267,74.094337,128.550003,51.282917,191.437851,36.837479,57.794064,39.837761,48.5,32.695526,44.880001,42.5,35.717041,49.52,90.184158,32.12392,21.434599,50.225056,40.566334,40.720001,127.984795,44.599998,49.341618,36.51178,208.649994,75.959999,107.810211,20.799576
2017-08-14,47.73,50.739891,59.616249,75.417442,128.100006,52.725433,192.734848,37.827202,58.937019,40.973164,49.77,33.562599,45.860001,42.549999,36.406754,50.310001,89.635796,32.779308,21.948475,50.600151,41.378643,39.639999,130.826508,45.049999,50.136646,36.710758,210.649994,76.5,110.049866,20.779825
2017-08-15,47.360001,50.808403,59.318272,74.263451,127.550003,52.254406,189.332718,37.381828,59.68243,40.528877,47.75,33.387238,46.450001,42.599998,36.061897,50.25,88.339607,32.471478,21.632244,49.347336,40.960178,39.720001,129.268463,45.049999,50.186337,36.064091,210.949997,75.769997,109.524628,20.868711
2017-08-16,47.200001,50.661583,59.924164,74.283348,128.800003,52.117023,190.729492,37.451111,59.980595,40.430149,47.900002,33.26059,46.950001,43.060001,36.111168,50.029999,88.539017,32.382107,22.808231,49.377346,40.837097,38.860001,129.787811,45.5,50.981365,36.163574,211.100006,75.07,109.663368,21.283516
2017-08-17,46.060001,50.397316,59.159344,72.741379,125.300003,50.546936,187.047974,36.22385,59.831512,39.146656,47.849998,32.042786,46.82,41.860001,35.076599,49.66,86.193283,31.885599,22.58094,48.972244,39.704792,37.200001,129.072495,44.599998,50.534161,34.223579,208.850006,73.760002,107.740845,20.839085
2017-08-18,46.029999,50.553921,59.566586,72.980133,123.0,50.674507,187.15773,36.283234,59.632736,39.245384,47.130001,32.130466,46.27,41.580002,34.78101,50.220001,87.191467,31.667137,22.492001,48.912228,39.384789,38.040001,128.327774,44.950001,50.136646,34.323063,210.350006,73.510002,109.009308,20.641554
2017-08-21,45.959999,50.553921,59.72551,72.781174,123.849998,50.311428,187.526886,36.174366,58.837635,39.245384,48.599998,32.013557,46.580002,41.419998,34.68248,50.360001,87.04174,31.885599,20.841663,48.972244,39.384789,37.98,129.77803,45.299999,50.136646,34.522041,207.800003,72.93,109.276886,20.532915
2017-08-22,46.150002,50.563705,60.681278,73.795883,126.25,50.753014,189.30278,36.560356,58.887325,39.689671,48.73,32.393517,46.84,41.720001,35.076599,50.560001,88.289467,32.243084,20.703314,49.482372,39.138634,37.77,129.895599,45.650002,50.285713,33.527168,209.550003,74.330002,113.230949,20.720566
2017-08-23,45.990002,50.661583,60.064011,73.179092,125.449997,50.723576,190.170776,36.599945,58.638855,39.640308,49.82,32.471455,46.759998,41.32,34.879539,50.139999,87.490921,32.104065,20.73296,48.964741,39.114017,38.450001,131.149887,45.25,50.186337,32.532295,206.25,72.620003,111.457069,20.49341
2017-08-24,45.73,50.661583,59.884808,73.965004,125.050003,50.939461,191.288193,36.59005,59.135796,39.739033,50.139999,32.656559,47.41,41.66,34.879539,50.0,87.191467,31.994831,20.653902,49.452362,39.384789,38.41,130.013184,46.0,50.534161,31.885628,194.899994,71.989998,112.130943,20.700811
2017-08-25,45.470001,50.534348,60.302952,74.134117,124.849998,51.292728,191.228333,36.738506,58.539471,40.084591,50.34,32.831917,47.639999,41.5,35.175133,49.540001,87.04174,32.054409,20.960251,50.015003,39.557095,38.689999,130.375763,45.400002,50.633541,34.024601,193.0,73.050003,112.467888,20.631678
2017-08-28,45.119999,50.573494,60.35273,74.392776,125.300003,50.988525,192.565247,36.599945,58.539471,39.739033,49.73,32.695526,47.790001,41.779999,34.633217,49.939999,86.692375,32.302662,21.068956,50.562641,38.941708,38.360001,130.669739,45.549999,50.186337,33.925114,190.600006,74.75,112.517441,21.224258
2017-08-29,45.91,50.521751,60.750965,74.273399,126.0,50.703945,192.076385,36.847374,58.141918,39.344112,48.57,32.500679,47.599998,41.450001,34.68248,49.830002,87.04174,32.471478,21.078838,50.652664,39.458633,38.130001,130.336548,46.200001,50.186337,34.323063,191.600006,75.550003,112.725548,21.006979
2017-08-30,46.66,50.462616,61.487705,74.054543,125.900002,50.713757,191.757111,36.7682,57.644978,39.442844,49.27,32.393517,47.869999,41.84,34.731747,50.0,87.890198,32.471478,21.721186,51.192799,38.892479,38.299999,131.42424,47.049999,49.987579,33.974861,195.449997,77.110001,113.518341,21.332899
2017-08-31,47.700001,50.65974,62.244354,74.571846,129.800003,50.497871,196.835373,36.787991,58.340694,39.541573,47.57,32.354542,48.18,43.02,35.224396,50.990002,88.539009,33.087147,22.106592,51.687923,39.532482,39.330002,132.394348,47.5,50.08696,34.522041,191.25,76.0,115.312035,21.530426
2017-09-01,47.799999,50.797722,62.304089,75.278168,131.649994,50.703945,196.925171,37.322445,58.738247,39.640308,48.0,32.412998,48.220001,43.610001,35.224396,50.57,89.387474,33.514137,22.412941,52.198048,40.172482,39.580002,133.27626,48.25,50.385098,35.198551,192.100006,76.459999,116.768799,21.876097
2017-09-05,48.09,50.935703,62.124886,74.770813,131.5,49.457691,195.807755,36.20406,58.092224,38.208714,48.740002,31.341331,48.130001,43.349998,34.633217,51.349998,89.587105,32.95805,22.165886,52.235558,39.754021,39.689999,131.639816,48.599998,47.254658,34.820499,190.5,75.790001,114.23185,21.668695
2017-09-06,48.330002,50.935703,60.302952,74.701172,131.100006,49.379185,196.206833,36.392105,58.04253,38.109982,49.009998,31.487469,47.23,42.799999,34.68248,51.48,89.786751,32.967983,22.284472,52.145535,39.704792,41.400002,131.600632,48.799999,46.906834,35.815372,188.300003,76.599998,112.953468,21.826715
2017-09-07,48.330002,51.270809,62.991051,74.382828,129.25,48.191811,192.994263,35.491459,57.893448,37.172047,49.439999,30.688593,47.580002,42.439999,34.583946,51.880001,90.335747,35.569672,22.017653,51.845463,40.027191,40.950001,131.816223,49.400002,46.409943,36.014347,189.800003,79.300003,111.278687,21.757582
2017-09-08,48.43,50.994843,64.663635,74.44252,127.550003,48.810036,192.01651,35.986317,58.04253,37.270775,49.279999,31.380301,47.77,42.290001,34.928802,52.139999,92.132484,34.944073,22.086828,52.295574,40.324791,39.869999,132.678513,51.099998,48.298138,36.611267,192.550003,80.400002,111.070587,21.342775
2017-09-11,48.84,50.817432,64.215622,75.178688,130.199997,49.752083,193.233704,36.580151,58.390385,38.406178,49.959999,31.86742,48.150002,43.529999,35.372189,52.880001,92.731392,35.599461,23.06517,52.730682,40.151188,40.610001,134.226761,51.549999,49.987579,37.307678,193.649994,78.919998,112.804825,21.293394
2017-09-12,49.209999,50.649883,63.996597,75.427391,131.949997,50.87077,192.854584,37.381828,57.943142,39.590939,50.32,32.510422,47.990002,43.029999,35.766308,53.630001,94.078949,35.738487,22.768705,53.173294,40.151188,41.560001,132.008209,50.900002,49.490685,38.451782,199.149994,79.879997,113.171486,21.609434
2017-09-13,49.169998,50.590748,64.315186,75.725845,131.600006,51.263294,192.196091,37.797508,57.943142,39.985863,50.470001,32.646816,47.57,43.139999,35.815571,52.400002,94.927406,36.125759,22.363529,53.638409,39.828789,43.169998,131.130661,50.75,49.987579,39.297421,202.0,81.629997,114.648079,21.78721
2017-09-14,49.610001,50.649883,64.763199,76.004387,129.0,50.947216,192.774765,37.490696,57.595287,40.174335,49.630001,32.149956,46.68,42.5,36.018703,52.209999,94.677849,36.42366,22.452471,53.570892,40.275188,43.59,132.994247,50.599998,50.434784,38.799988,198.0,81.18,114.093109,21.906374
2017-09-15,49.360001,50.896278,65.519852,76.263046,129.850006,51.352188,195.428635,37.500591,59.43396,40.372726,49.59,32.529907,46.919998,42.290001,36.365513,51.919998,95.626137,36.334293,22.58094,54.816204,40.299992,43.799999,133.161865,51.299999,51.279503,39.595882,199.050003,81.010002,112.309326,22.28373
2017-09-18,50.009998,50.649883,66.814117,77.247917,131.25,51.757156,193.014221,38.064735,59.632736,41.265484,49.43,33.094963,48.029999,42.25,36.910503,51.880001,97.123413,36.612335,22.54141,55.566391,40.969589,44.32,133.487244,51.950001,51.031055,39.844597,205.0,80.089996,113.072388,22.671011
2017-09-19,50.209999,50.787865,67.072975,77.9244,133.550003,51.717648,187.526886,38.203297,60.278759,41.414284,49.470001,33.630802,48.790001,41.93,36.960045,50.049999,96.823952,37.0294,22.422825,53.735935,41.24239,44.02,134.631012,52.200001,50.931679,40.789726,208.199997,80.360001,111.090401,22.363171
2017-09-20,50.529999,50.689304,68.267677,78.91922,134.699997,52.428814,190.041061,39.01487,60.378147,42.059055,50.09,34.267929,48.52,41.830002,37.306858,48.889999,96.823952,37.565628,22.610586,53.090775,41.192791,45.080002,134.867676,52.450001,51.329197,41.884087,208.949997,80.290001,113.317177,22.363171
2017-09-21,50.849998,50.561176,68.30751,78.909271,134.399994,52.310284,190.300491,39.282097,60.626617,42.505432,49.470001,34.801823,48.400002,42.02,37.207767,48.310001,95.925583,37.714573,22.314121,53.780945,41.093586,46.32,134.650742,51.450001,51.52795,41.585625,209.25,80.709999,118.625664,22.343311
2017-09-22,51.369999,50.65974,68.217903,79.705132,136.550003,52.43869,191.417892,39.608704,61.123554,42.555038,50.369999,35.088543,48.419998,43.029999,37.306858,48.93,95.326675,38.161434,21.642126,54.711178,41.465588,46.52,132.570236,51.799999,51.875782,42.132805,210.300003,82.790001,119.013367,22.442616
2017-09-25,51.790001,50.787865,68.616142,79.774765,137.399994,52.497955,193.602844,39.776955,61.769581,42.654232,52.330002,35.335712,47.779999,43.0,37.45549,48.959999,94.777672,38.032341,21.098604,55.491371,41.887188,49.009998,133.497101,51.450001,52.124226,42.679985,205.149994,84.220001,120.772911,22.383034
2017-09-26,52.400002,50.74844,68.347328,80.10305,137.75,52.735012,193.692642,40.103565,61.968349,42.555038,52.990002,35.622433,48.16,42.919998,37.851845,49.130001,95.825768,38.072166,21.533422,56.114029,42.085587,49.790001,132.34346,51.099998,51.577641,43.177418,203.0,85.480003,121.856476,22.492266
2017-09-27,53.200001,50.797722,69.950226,81.436119,141.300003,53.861023,196.645828,41.667324,62.316208,43.993374,54.349998,36.789085,50.139999,43.41,38.694096,50.25,98.870232,39.366463,21.652008,57.936985,43.449589,50.09,131.574371,52.900002,52.372673,44.172295,203.949997,88.129997,123.38739,22.89941
2017-09-28,53.759998,50.876568,70.009964,81.485863,139.699997,54.147469,197.424042,42.043419,63.061619,44.638149,54.66,36.937389,49.759998,43.25,38.99136,49.91,100.018143,39.834396,21.711575,57.839458,43.226387,49.02,131.534912,52.5,53.118015,43.703854,200.149994,89.230003,124.451073,22.89941
2017-09-29,53.68,51.02441,70.12944,80.869072,139.350006,54.572189,201.584427,41.677223,62.763458,44.83654,54.880001,37.332863,49.580002,44.869999,38.495918,50.48,100.916512,39.256943,21.334326,58.109528,43.647987,49.029999,131.63353,51.799999,53.51553,43.753693,202.649994,90.07,123.794968,23.385998
2017-10-02,54.529999,51.448215,71.513313,82.361305,142.199997,55.174706,203.031082,42.132496,62.862843,45.580509,54.950001,37.451508,50.43,46.119999,38.644554,50.709999,101.415604,40.272465,21.949837,59.459866,45.111187,49.43,133.842224,52.450001,54.6087,45.049362,211.600006,87.43,124.639954,23.554815
2017-10-03,54.990002,51.428501,71.592957,82.32151,142.399994,55.174706,203.200668,41.756401,62.614372,45.034935,55.540001,37.520718,51.169998,45.889999,38.892273,50.009998,101.715065,39.814487,22.456141,59.324833,45.483185,49.209999,134.069,53.0,54.55901,46.793526,215.75,88.139999,126.001862,23.465441
2017-10-04,55.060001,51.408791,70.686974,81.376427,141.5,54.463539,203.699539,41.033905,62.46529,44.439754,54.540001,36.897839,50.830002,45.75,39.040909,51.77,100.567146,39.744793,22.346937,58.792198,46.053585,48.119999,133.802765,52.900002,54.062119,46.644024,216.949997,88.5,126.101273,23.47537
2017-10-05,55.450001,51.300377,70.78653,81.535599,142.600006,55.135201,203.93898,41.429794,61.570801,45.431717,55.41,37.283428,52.209999,46.380001,38.941818,51.650002,99.568962,39.675098,22.307226,59.069767,46.15279,48.990002,133.822495,52.950001,54.062119,46.295193,215.699997,87.0,124.630013,23.256905
2017-10-06,55.48,51.270809,70.438065,81.416214,142.199997,55.184586,203.051025,41.55846,61.32233,45.183723,57.279999,37.194447,53.830002,46.310001,38.892273,51.509998,100.117966,39.605404,21.989544,59.08477,46.028786,47.540001,133.122406,53.900002,54.161491,45.946358,216.25,87.199997,126.290154,23.346277
2017-10-09,55.689999,51.448215,70.328552,81.585342,142.649994,54.996918,200.287415,41.41,61.173248,45.08453,56.389999,37.194447,54.560001,46.0,38.743641,49.43,101.11615,39.555626,21.959764,58.762192,46.103184,48.040001,133.999985,53.150002,53.6646,46.145691,215.550003,86.660004,126.101273,23.296623
2017-10-10,55.799999,51.59605,70.418159,81.306793,143.300003,55.520412,201.744049,41.706917,61.123554,45.431717,56.189999,37.313091,54.709999,45.77,38.694096,49.349998,100.517235,39.973782,22.327082,58.867218,46.251987,48.470001,133.408371,51.349998,54.211182,45.597523,216.050003,85.120003,124.94812,23.127811
2017-10-11,54.900002,51.48764,70.179214,81.25705,142.149994,55.105568,202.632004,41.657429,60.924778,44.786942,55.98,37.145012,54.02,46.200001,38.644554,49.59,99.668777,39.555626,22.148384,58.754688,46.177586,48.580002,133.575989,50.400002,54.310562,45.846691,217.699997,85.220001,124.043495,22.929201
2017-10-12,54.860001,51.477783,71.194717,81.396324,142.300003,54.710472,204.308121,41.340717,60.576923,44.14217,54.990002,36.868179,53.849998,46.049999,38.743641,49.5,99.918327,39.456066,22.277445,58.649662,46.177586,48.720001,134.364807,50.349998,54.012424,46.145691,222.350006,87.32,123.983849,22.144703
2017-10-13,55.27,51.477783,71.224586,81.953423,143.5,54.611702,199.229858,41.083389,60.477531,45.034935,55.279999,36.33429,53.439999,45.619999,38.842731,49.169998,103.561707,39.485935,22.337009,57.696926,46.15279,49.209999,133.546417,51.0,54.6087,46.49453,218.350006,86.580002,124.033546,22.383034
2017-10-16,55.330002,51.260948,71.821938,81.863892,142.5,55.056183,200.696457,41.291233,59.980595,45.134129,55.299999,36.581459,53.759998,45.43,38.892273,49.150002,103.811249,39.924004,22.70433,58.072018,46.177586,49.049999,133.999985,51.200001,54.459625,45.547695,216.949997,86.620003,124.401367,22.432684
2017-10-17,55.169998,51.241241,71.652695,81.52565,141.449997,54.107956,201.594391,41.10318,60.179367,44.340561,56.470001,36.265079,53.880001,44.959999,38.396832,49.529999,103.012695,39.794575,22.952518,57.666916,46.127987,49.380001,133.053406,51.25,54.062119,46.195522,219.800003,87.099998,123.655792,22.383034
2017-10-18,56.41,51.251095,72.120621,81.834045,141.550003,54.947529,205.06636,41.330818,60.079983,45.431717,56.759998,36.581459,54.080002,45.580002,38.941818,50.59,103.062607,40.481544,22.90288,59.11478,46.623989,48.540001,133.556274,51.5,54.658386,45.996197,221.0,86.790001,124.808952,22.383034
2017-10-19,56.52,51.379223,71.085205,82.172279,141.600006,55.01667,208.588242,41.419895,59.235184,45.630108,57.029999,36.719875,53.919998,45.110001,38.545464,50.970001,102.214149,40.41185,22.883026,59.099773,46.723186,47.259998,132.866058,51.200001,55.155285,45.198856,219.850006,87.129997,126.101273,22.462477
2017-10-20,56.849998,51.438358,71.573044,83.39592,143.149994,55.056183,209.715637,42.043419,60.229061,46.175686,57.490002,36.818748,54.32,45.66,39.040909,51.529999,103.761337,40.680668,22.932663,60.135033,47.144791,47.110001,132.373047,51.200001,55.453419,45.996197,221.850006,88.970001,126.77726,22.462477
2017-10-23,55.91,51.280663,70.647141,83.037781,143.050003,53.090595,207.820007,41.489174,59.235184,45.233322,57.0,36.314514,54.830002,46.099998,38.743641,51.5,103.86116,40.31229,22.70433,60.315079,47.045586,45.389999,132.333618,51.5,54.708076,44.600861,224.300003,89.610001,126.538681,22.32345
2017-10-24,56.43,51.329945,71.901588,83.196945,143.300003,53.080715,210.134659,41.885067,59.483654,45.828499,56.610001,36.502365,55.41,46.490002,39.189541,50.82,112.745003,40.660755,22.90288,60.120029,47.491989,45.919998,131.022202,52.0,54.757767,45.049362,229.699997,91.25,127.741531,21.906374
2017-10-25,56.09,51.428501,71.6726,83.33622,144.550003,53.584461,212.319626,41.697021,60.030289,45.977291,55.799999,36.294743,56.450001,46.759998,39.040909,50.939999,110.149719,40.740402,22.406504,60.360088,47.293587,45.91,131.949066,51.900002,55.105595,43.056026,229.850006,87.879997,128.894699,21.399925
2017-10-26,59.610001,51.448215,71.413757,83.346176,144.800003,53.791882,210.942795,42.864895,62.46529,46.274883,55.630001,36.83852,56.48,46.93,39.734524,47.560001,110.948273,41.148605,21.910124,60.247562,47.987988,46.25,131.268723,52.599998,58.236027,45.896526,214.0,88.739998,130.276489,24.230078
2017-10-27,60.34,51.586197,66.614998,83.634674,144.649994,53.880779,231.664948,43.636875,64.055496,46.076488,55.450001,37.402073,56.939999,47.880001,39.88316,46.32,109.850273,41.238209,21.661936,60.442612,47.76479,48.23,132.668854,52.599998,58.832298,45.49786,220.199997,89.160004,130.465378,25.90831
2017-10-30,59.049999,51.339802,64.046379,81.595284,143.25,53.554829,222.136932,42.781445,62.912537,44.886135,55.459999,36.69022,56.07,47.110001,38.99136,46.349998,106.156982,40.431767,22.078894,59.474869,46.946388,49.799999,129.257217,52.150002,57.888203,46.295193,223.300003,87.110001,129.878845,25.133741
2017-10-31,61.220001,51.48764,64.803024,83.853531,143.75,54.611702,222.915131,43.278786,63.459167,45.282921,55.25,37.530602,56.619999,47.560001,39.189541,46.779999,106.705986,41.646412,22.297298,60.165043,47.070389,50.93,130.479889,52.900002,59.229813,46.943024,224.399994,109.449997,130.843109,26.345245
2017-11-01,60.200001,51.448215,64.514305,82.331459,142.149994,53.772129,223.932785,43.925335,63.359783,44.737343,55.419998,37.431732,56.220001,46.639999,39.387714,46.220001,105.158798,41.2183,22.515705,60.11253,48.781586,52.860001,132.205429,55.75,58.583855,46.893192,226.350006,107.349998,130.495193,26.315454
2017-11-02,61.119999,51.172245,65.778702,82.779121,133.449997,54.295628,229.330322,44.611668,63.807026,45.431717,56.900002,37.965626,56.889999,46.52,39.585896,48.220001,105.90744,41.596626,22.724184,60.510128,51.013588,50.52,132.16597,57.25,59.428574,46.594193,221.25,107.360001,135.883209,26.077126
2017-11-03,60.77,51.113113,66.206802,82.808968,130.0,53.742496,234.46846,43.985016,64.105194,45.332523,57.009998,37.520718,56.580002,47.119999,39.585896,48.049999,108.003624,41.228252,22.714256,61.335335,49.823185,50.419998,132.027939,57.349998,58.186337,45.597523,171.25,104.440002,141.012741,26.196289
